Time (s), Velocity (m/s)
2.640000000000002 , 0.200129
2.660000000000002 , 0.200129
2.680000000000002 , 0.200129
2.700000000000002 , 0.200129
2.720000000000002 , 0.200129
2.740000000000002 , 0.200129
2.760000000000002 , 0.200129
2.780000000000002 , 0.200129
2.800000000000002 , 0.200129
2.820000000000002 , 0.200129
2.840000000000002 , 0.200129
2.860000000000002 , 0.200129
2.880000000000002 , 0.200129
2.900000000000002 , 0.200129
2.920000000000002 , 0.200129
2.940000000000002 , 0.200129
2.960000000000002 , 0.200129
2.980000000000002 , 0.200129
3.000000000000002 , 0.200129
3.0200000000000022 , 0.200129
3.0400000000000023 , 0.200129
3.0600000000000023 , 0.200129
3.0800000000000023 , 0.200129
3.1000000000000023 , 0.200129
3.1200000000000023 , 0.200129
3.1400000000000023 , 0.200129
3.1600000000000024 , 0.200129
3.1800000000000024 , 0.200129
3.2000000000000024 , 0.200129
3.2200000000000024 , 0.200129
3.2400000000000024 , 0.200129
3.2600000000000025 , 0.200129
3.2800000000000025 , 0.200129
3.3000000000000025 , 0.200129
3.3200000000000025 , 0.200129
3.3400000000000025 , 0.200129
3.3600000000000025 , 0.200129
3.3800000000000026 , 0.200129
3.4000000000000026 , 0.200129
3.4200000000000026 , 0.200129
3.4400000000000026 , 0.200129
3.4600000000000026 , 0.200129
3.4800000000000026 , 0.200129
3.5000000000000027 , 0.200129
3.5200000000000027 , 0.200129
3.5400000000000027 , 0.200129
3.5600000000000027 , 0.200129
3.5800000000000027 , 0.200129
3.6000000000000028 , 0.200129
3.6200000000000028 , 0.200129
3.640000000000003 , 0.200129
3.660000000000003 , 0.200129
3.680000000000003 , 0.200129
3.700000000000003 , 0.200129
3.720000000000003 , 0.200129
3.740000000000003 , 0.200129
3.760000000000003 , 0.200129
3.780000000000003 , 0.200129
3.800000000000003 , 0.200129
3.820000000000003 , 0.200129
3.840000000000003 , 0.200129
3.860000000000003 , 0.200129
3.880000000000003 , 0.200129
3.900000000000003 , 0.200129
3.920000000000003 , 0.200129
3.940000000000003 , 0.200129
3.960000000000003 , 0.200129
3.980000000000003 , 0.200129
4.000000000000003 , 0.200129
4.020000000000002 , 0.200129
4.040000000000002 , 0.200129
4.060000000000001 , 0.200129
4.080000000000001 , 0.200129
4.1000000000000005 , 0.200129
4.12 , 0.200129
4.14 , 0.200129
4.159999999999999 , 0.179539
4.179999999999999 , 0.143782
4.199999999999998 , 0.115041
4.219999999999998 , 0.092032
4.2399999999999975 , 0.073617
4.259999999999997 , 0.058884
4.279999999999997 , 0.047098
4.299999999999996 , 0.03767
4.319999999999996 , 0.030128
4.339999999999995 , 0.024096
4.359999999999995 , 0.019272
4.379999999999995 , 0.015413
4.399999999999994 , 0.012327
4.419999999999994 , 0.009859
4.439999999999993 , 0.007885
4.459999999999993 , 0.006306
4.479999999999992 , 0.005043
4.499999999999992 , 0.004033
4.519999999999992 , 0.003225
4.539999999999991 , 0.002579
4.559999999999991 , 0.002063
4.57999999999999 , 0.001649
4.59999999999999 , 0.001319
4.6199999999999894 , 0.001055
4.639999999999989 , 0.000843
4.659999999999989 , 0.000674
4.679999999999988 , 0.000539
4.699999999999988 , 0.000431
4.719999999999987 , 0.000344
4.739999999999987 , 0.000275
4.7599999999999865 , 0.00022
4.779999999999986 , 0.000175
4.799999999999986 , 0.00014
4.819999999999985 , 0.000112
4.839999999999985 , 0.000089
4.859999999999984 , 0.000071
4.879999999999984 , 0.000056
4.8999999999999835 , 0.000045
4.919999999999983 , 0.000036
4.939999999999983 , 0.000028
4.959999999999982 , 0.000022
4.979999999999982 , 0.000018
4.999999999999981 , 0.000014
5.019999999999981 , 0.000011
5.0399999999999805 , 0.000008
5.05999999999998 , 0.000006
5.07999999999998 , 0.000005
5.099999999999979 , 0.000004
5.119999999999979 , 0.000004
5.139999999999978 , 0.000003
5.159999999999978 , 0.000003
5.1799999999999775 , 0.000002
5.199999999999977 , 0.000002
5.219999999999977 , 0.000002
5.239999999999976 , 0.000002
5.259999999999976 , 0.000001
5.279999999999975 , 0.000001
5.299999999999975 , 0.000001
5.3199999999999745 , 0.000001
5.339999999999974 , 0.000001
5.359999999999974 , 0.000001
5.379999999999973 , 0.000001
5.399999999999973 , 0
5.419999999999972 , 0
5.439999999999972 , 0
5.4599999999999715 , 0
5.479999999999971 , 0
5.499999999999971 , 0
5.51999999999997 , 0
5.53999999999997 , 0
5.559999999999969 , 0
5.579999999999969 , 0
5.599999999999969 , 0
5.619999999999968 , 0
5.639999999999968 , 0
5.659999999999967 , 0
5.679999999999967 , 0
5.699999999999966 , 0
5.719999999999966 , 0
5.739999999999966 , 0
5.759999999999965 , 0
5.779999999999965 , 0
5.799999999999964 , 0
5.819999999999964 , 0
5.839999999999963 , 0
5.859999999999963 , 0
5.879999999999963 , 0
5.899999999999962 , 0
5.919999999999962 , 0
5.939999999999961 , 0
5.959999999999961 , 0
5.9799999999999605 , 0
5.99999999999996 , 0
6.01999999999996 , 0
6.039999999999959 , 0
6.059999999999959 , 0
6.079999999999958 , 0
6.099999999999958 , 0
6.1199999999999575 , 0
6.139999999999957 , 0
6.159999999999957 , 0
6.179999999999956 , 0
6.199999999999956 , 0
6.219999999999955 , 0
6.239999999999955 , 0
6.2599999999999545 , 0
6.279999999999954 , 0
6.299999999999954 , 0
6.319999999999953 , 0
6.339999999999953 , 0
6.359999999999952 , 0
6.379999999999952 , 0
6.3999999999999515 , 0
6.419999999999951 , 0
6.439999999999951 , 0
6.45999999999995 , 0
6.47999999999995 , 0
6.499999999999949 , 0
6.519999999999949 , 0
6.5399999999999485 , 0
6.559999999999948 , 0
6.579999999999948 , 0
6.599999999999947 , 0
6.619999999999947 , 0
6.639999999999946 , 0
6.659999999999946 , 0
6.6799999999999455 , 0
6.699999999999945 , 0
6.719999999999945 , 0
6.739999999999944 , 0
6.759999999999944 , 0
6.779999999999943 , 0
6.799999999999943 , 0
6.8199999999999426 , 0
6.839999999999942 , 0
6.859999999999942 , 0
6.879999999999941 , 0
6.899999999999941 , 0
